textID,review,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
7e83900e40,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,hayfever has struck..,negative,noon,21-30,Moldova,4033963,32850.0,123
85257b9c96, I still have a lot of time on my stupid contract...  18 months before I can change providers,stupid,negative,noon,21-30,Cyprus,1207359,9240.0,131
3ef15664b9, AHHH! still not following!! Do you think she forgot??,AHHH!,negative,morning,0-20,Qatar,2881053,11610.0,248
866fa2d2b6,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,haha.,positive,noon,60-70,United Arab Emirates,9890402,83600.0,118
31155fb47b,_Songs I know  Especially since the summer is such a boring TV time to begin with.,such a boring TV,negative,noon,21-30,Armenia,2963243,28470.0,104
eee5181373, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,ugh!,negative,morning,46-60,Solomon Islands,686884,28000.0,25
191026b892,"  great pic,have to upload my pix tomo,I`ve no laptop tonight.",great,positive,morning,0-20,Argentina,45195774,2736690.0,17
f2f0938e4c,Kyneton for breakfast this morning at Slow Living. Noice. Such a beautiful sunny autumn day  Drove back to Melb via Daylesford,Such a beautiful sunny autumn day,positive,night,31-45,India,1380004385,2973190.0,464
d3746ae467, ur welcome  u finished ur speech (typed it and written notes),welcome,positive,night,31-45,Spain,46754778,498800.0,94
291fe05fab, Many many thanks!!!  (it`s about school!) Weeeee!!!,thanks!,positive,morning,0-20,Dominica,71986,750.0,96
533b05f261," I know, they`re ****. I am trying to sort out my portfolio and I don`t know what to put in it!","I know, they`re ****.",negative,night,70-100,Italy,60461826,294140.0,206
c126f1966a,"I need a restful weekend, but I will have to work instead",restful,positive,morning,0-20,Solomon Islands,686884,28000.0,25
6ac5f12bcf, yup .. sad eh .. Betty man .. it should have been betty,sad,negative,night,70-100,Brazil,212559417,8358140.0,25
cb2f97dc53,is having this massive headache! and all i want to do is eat some nachos..,massive headache!,negative,noon,21-30,Israel,8655535,21640.0,400
f93cc42240,: thanks!  and you being #80 just made my morning!,: thanks!,positive,morning,0-20,Turkmenistan,6031200,469930.0,13
6972e131a2,Loll whats boyfriend #2 supposed to mean then?  its to cold,its to cold,negative,night,70-100,Suriname,586632,156000.0,4
631d6219e9,All new implementation of test discovery for unittest. This time in a loader. Good start I think.   http://twurl.nl/nz8f4y,Good start,positive,night,31-45,Algeria,43851044,2381740.0,18
3627f662b9,i won because im awesome,awesome,positive,morning,46-60,Mali,20250833,1220190.0,17
a14a1c80c3," why would u get in trouble with me, i did not follow the logic sorry",sorry,negative,noon,21-30,Oman,5106626,309500.0,16
fafc1c85a5,"Hi Charlie, thank you for following me! Nice to know there`s another Ollmann in the new world...",Nice,positive,night,70-100,Belize,397628,22810.0,17
94231c141c,Chilling out....now the boys have gone  Time To Relax,Chilling out...,positive,morning,46-60,Benin,12123200,112760.0,108
62f3074724,ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while,ugh.,negative,night,70-100,Belize,397628,22810.0,17
c76057b641,Trying to get some work done not too happy about work situation,happy,positive,night,31-45,Barbados,287375,430.0,668
1152728fc8, **** your in trouble now  why don`t you try with one of those companys that buys your house for you,**** your in trouble now,negative,night,31-45,Panama,4314767,74340.0,58
0fab20efdf, aw.  I`m glad you do. Where would we be with out one?,aw.  I`m glad you do,positive,morning,46-60,Mali,20250833,1220190.0,17
0dd0a9bacc, come back to Perth     I missed the show here!,I mis,negative,night,70-100,Namibia,2540905,823000.0,3
8401d0072a, I apparently have crappy typing skills...lol sorry,crappy,negative,morning,0-20,Mozambique,31255435,786380.0,40
562deae4f8, goodnight baby loll jk night,goodnight,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
50beac3041,_west and by music I meant awesome Christian artists.,I meant awesome Christian artists.,positive,night,70-100,Vietnam,97338579,310070.0,314
63f9fed84e," if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation",I`m not convinced `140 chars and less` replies are conversation,negative,noon,60-70,Malta,441543,320.0,1380
1c6bd2b82f, loadsa shizze has happend  IM SO UPSET..,loadsa shizze has happend  IM SO UPSET..,negative,noon,21-30,North Korea,25778816,120410.0,214
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive,morning,46-60,Argentina,45195774,2736690.0,17
e4a721ba63,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..,good morning.,positive,morning,0-20,Latvia,1886198,62200.0,30
9ddd03308b, i`m playing good because i`m a big baby,good,positive,night,31-45,Vietnam,97338579,310070.0,314
ebfd63786e, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,ly shade loving native wildflowers,positive,morning,0-20,Solomon Islands,686884,28000.0,25
e924fb4417," Oh, will do. I had to bring the soufflÃ¯Â¿Â½ home I`m SO full!  It`s delicious! One of my Philly favs.",I`m SO full!  It`s delicious! One of my Philly favs.,positive,night,70-100,Vietnam,97338579,310070.0,314
34243e025e,"is Chillin`, listening to Tunes","is Chillin`,",positive,night,70-100,Ghana,31072940,227540.0,137
5fddba3e61, HAPPY MOTHERS DAY MARK,HAPPY MOTHERS DAY,positive,noon,60-70,Iceland,341243,100250.0,3
38ff378dd7,I really want to go see UP!  haha. Tooo cute! (:,Tooo cute!,positive,morning,0-20,Bahrain,1701575,760.0,2239
f44a715bac, lol. sorry bout today  ..did u get them?? & what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],sorry bout today,negative,noon,60-70,Bhutan,771608,38100.0,20
97dfbf0197, i wanted to go for my birthday...,i wanted to go,positive,noon,21-30,Palestine State,5101414,6020.0,847
0bd98627e6," - no,  is buttfuck stupid. I`m just silly and forgetful",is buttfuck stupid,negative,night,70-100,Marshall Islands,59190,180.0,329
fb96065ecc, totally agree,totally agree,positive,night,31-45,Gambia,2416668,10120.0,239
271592f520," it`s a good sized family room, so not too cramped, watched match in room  Watched tv on iplayer after kids asleep",good,positive,morning,46-60,Norway,5421241,365000.0,15
d265b4b26c, aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?,appreciate,positive,noon,60-70,Kenya,53771296,569140.0,94
8bd924b817, i`m still thinking about that *FKC* meal I missed yesterday,missed,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
e0311fba64," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",joke,positive,night,31-45,Mexico,128932753,1943950.0,66
fb27459f65," Feel your pain with the hayfever - forgot to take mine yesterday, again.",forgot,negative,noon,60-70,Bhutan,771608,38100.0,20
282b4bc5b5," - yay for getting errands done! oh, an assortment of out-of-my-control things. topped off w/ a **** race, haha","topped off w/ a **** race, haha",negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
e5871162f6,Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,(hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,positive,morning,0-20,Eritrea,3546421,101000.0,35
c161fc4464,at school. Rusty just put Oh It Is Love on my ipod. awh,awh,positive,night,31-45,Ghana,31072940,227540.0,137
0045289be0,hommmmmme! good day,good day,positive,noon,21-30,Iceland,341243,100250.0,3
e22769a7d7,Worried for my cousin and her son,Worried,negative,noon,60-70,Bhutan,771608,38100.0,20
47ba621a75,Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all,horrifying,negative,morning,0-20,Benin,12123200,112760.0,108
62852d51c0,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,I hate wh,negative,night,70-100,Ecuador,17643054,248360.0,71
40d4463220, Link didn`t work,didn`t work,negative,noon,60-70,Estonia,1326535,42390.0,31
a0fc51cb4d,"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",I can`t stand to have her,negative,morning,0-20,Mozambique,31255435,786380.0,40
7b46dad07f, awww wish I was there! Have a brew for me B!,awww wish I was there!,positive,night,70-100,Panama,4314767,74340.0,58
9476187ac5,I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,fool,negative,noon,60-70,Lebanon,6825445,10230.0,667
9db4d1e6c0, - It is supposed to be an unrelated (story-wise) new part of the Fallout series they`re working on... Only the name is out,unrelated,negative,noon,60-70,Somalia,15893222,627340.0,25
ec66683c9f,Flap-a-taco was nice until the plebs came in.,Flap-a-taco was nice until the plebs came in.,negative,morning,0-20,Solomon Islands,686884,28000.0,25
c2fe4478f1,why does twitter hate me i cant put no photos on my page,why does twitter hate me,negative,night,31-45,North Macedonia,2083374,25220.0,83
38bec1e450,RIP Robin from the Washington Park library,RIP Robin,negative,night,31-45,Sierra Leone,7976983,72180.0,111
3568ade162, boooo!!! I bet it was a nice wallet too,nice,positive,noon,21-30,Cameroon,26545863,472710.0,56
9efc18dfd9,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,positive,night,31-45,India,1380004385,2973190.0,464
36ead74ef4," Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....","Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G...",negative,noon,60-70,Chad,16425864,1259200.0,13
a6fe86fab3, I miss you too!!,I miss you too!!,negative,night,70-100,India,1380004385,2973190.0,464
635fce8da9," Interesting... I never get to Etown, however.",Interesting.,positive,morning,0-20,Sao Tome and Principe,219159,960.0,228
8fe010252d,"Back in lancaster bored already, can`t wait to start work! Missing hel!","Back in lancaster bored already, can`t wait to start work! Missing hel!",negative,night,70-100,Peru,32971854,1280000.0,26
68e37116cd," See you October! Love the new book, when`s the next one out?",Love,positive,night,31-45,Jordan,10203134,88780.0,115
261e064dd4," OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?","ja, enjoyyitverymu",positive,night,70-100,United Kingdom,67886011,241930.0,281
cf7af90416,seriously. increasingly good nights. stoked on life! couldn`t be happier  #goodnight,seriously. increasingly good nights. stoked on life! couldn`t be happier  #goodnight,positive,morning,46-60,Guinea,13132795,246000.0,53
53afaef8f1,",.. oh the Mint Lounge ...AWESOME night",AWESOME,positive,night,31-45,Cabo Verde,555987,4030.0,138
727179a055,i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,wish,positive,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
e3731b6ce8, what`s goin on hun?  I`m worried about you,m worried,negative,night,31-45,Madagascar,27691018,581795.0,48
1b6414112c, dope background,dope background,positive,morning,0-20,Papua New Guinea,8947024,452860.0,20
60c98b7cbe, so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?,d BUMMER!,negative,night,70-100,Netherlands,17134872,33720.0,508
266a175c94," Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",miss,negative,morning,46-60,Qatar,2881053,11610.0,248
d25a8b5b1d,  May the 4th be with you too,May,positive,morning,0-20,Qatar,2881053,11610.0,248
4f3ffba924,"_Gorham aww, what a shame  ........you can still #followfriday them though, no? >.>",shame,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
762b429364, Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,. The detalis can get a bit gruesome,negative,morning,46-60,Georgia,3989167,69490.0,57
4c822b82fb, i`m sorry  today`s been nothing but a **** heartbreak,i`m sorry  today`s been nothing but a **** heartbreak,negative,noon,21-30,Cyprus,1207359,9240.0,131
db0f03aa1f,i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. >=[ sighhh.  in other news: breakfast time!!!!,i hate waking up early!,negative,noon,21-30,Grenada,112523,340.0,331
f2d0709994, haha  Thanks!,haha  Thanks!,positive,morning,46-60,Burundi,11890784,25680.0,463
a8d4f8e4cd, hey! Sorry I didn`t see ur message to me,Sorry,negative,noon,60-70,Moldova,4033963,32850.0,123
44c4a76f8e,So tired and I have work at 5pm  #fb,tired,negative,night,31-45,Turkey,84339067,770000.0,110
97d6ce896a, Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,missing,negative,noon,60-70,Nicaragua,6624554,120340.0,55
4e1413bc99, you got it. poor thing not gonna have a choice for much longer though,t. poor thing not gonna have a choice for much longer though,positive,noon,60-70,Saint Kitts and Nevis,53199,260.0,205
9fa2760f32,Going to the alley tonite..Happy Birthday prima,Happy,positive,morning,46-60,Palau,18094,460.0,39
7eb8de7b62,Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,Awaiting,positive,night,70-100,Turkey,84339067,770000.0,110
993428440c,12:06am and my 'him' is officially the 1st one to say Happy Mother`s Day to me   I love it!!!,I love it!!!,positive,noon,21-30,Iran,83992949,1630000.0,52
baab8f7354, u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,still i feel its not at all fair..,negative,night,31-45,Cabo Verde,555987,4030.0,138
99b66c9ef9,"I have an awesome picture of happy pint, but it`s not sending",awesome,positive,morning,0-20,Malawi,19129952,94280.0,203
a088ac278e,     I LOVE YOU GUYS! get your **** to australia in december for my birthday,I LO,positive,night,70-100,Belize,397628,22810.0,17
1ecc321102, 2002 - the TSX is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,X is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,positive,night,70-100,Maldives,540544,300.0,1802
4adbe4614b,"It`s my wall, and I like saying I banned Zac Efron  lol sonny",like,positive,noon,21-30,Estonia,1326535,42390.0,31
2385a6b7ea,missing Tim!,missing Tim!,negative,noon,21-30,Zambia,18383955,743390.0,25
0843f4bf18,"missing my hobo/****/tramp way of life, and cooking for my mother on a saturday night  MAMA I LUV U",missing my hobo/*,negative,noon,21-30,Romania,19237691,230170.0,84
d3344f58a6,Trying to figure out this thing...it`s not going well,it`s not going well,negative,night,31-45,Croatia,4105267,55960.0,73
f63c9988a4,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,Good,positive,night,70-100,Bolivia,11673021,1083300.0,11
8954e04a08,"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!","I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",positive,noon,60-70,Japan,126476461,364555.0,347
c6cf9979f5, would love to hear all of this from a Nokia perspective...,love,positive,night,70-100,Chile,19116201,743532.0,26
14d71b9665,'Never give up on something you can`t go a day without thinking about.' I like that quote.,I like that quote.,positive,noon,60-70,Saint Kitts and Nevis,53199,260.0,205
0fe48b0fce, resistance was futile! Needed pretties to knit with,futile!,negative,noon,60-70,El Salvador,6486205,20720.0,313
e62c88c16c,busy exam week coming up! always look on the bright side of life  *whistle*,always look on the bright side of life,positive,morning,46-60,Cuba,11326616,106440.0,106
a78ef3e0d0,Goodmorning,Goodmorning,positive,noon,60-70,Costa Rica,5094118,51060.0,100
70027ba3e4, HAHA I LOVE THE WAY U PUT IT 'He lifts our feet off the ground spins us around and makes us crazier',LOVE,positive,night,31-45,Morocco,36910560,446300.0,83
0461163b76,wishing i could go out of town this weekend,wishing,positive,morning,46-60,Sri Lanka,21413249,62710.0,341
d0cd6a7902,So bored.... couldn`t go to a-kon...,bored..,negative,night,31-45,Uzbekistan,33469203,425400.0,79
f16837f474,i wish i was in cali wit mari nd lupita seeing vfc  not fair,not fair,negative,night,31-45,Lesotho,2142249,30360.0,71
7412052774," ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it",frustrating?,negative,morning,46-60,Benin,12123200,112760.0,108
2ece7f3810,  hope he is ok!,hope,positive,night,31-45,Guyana,786552,196850.0,4
239e193980,English exam! Bleh i hate vocab,hate,negative,morning,0-20,Malawi,19129952,94280.0,203
5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive,morning,46-60,Hungary,9660351,90530.0,107
29667b76c1,am hungry agaaaaaaiiiin maaaam,am hungry agaaaaaaiiiin maaaam,negative,morning,0-20,Indonesia,273523615,1811570.0,151
efa98d8489,happy mother`s day mothers.,happy,positive,noon,21-30,Zambia,18383955,743390.0,25
35a2180425,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,negative,night,70-100,Morocco,36910560,446300.0,83
ee50e9f914, Hi Selena i made this team to support you in Greece and Cyprus,support you,positive,night,31-45,Morocco,36910560,446300.0,83
d40568560a,Doing my fieldwork databook. Slept awkwardly. Bones all sore.,awkwardly.,negative,morning,0-20,Belarus,9449323,202910.0,47
1990d1f25b,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,#sad,negative,noon,21-30,Lebanon,6825445,10230.0,667
0b0cc0c229,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,hopefully my,positive,night,31-45,Bolivia,11673021,1083300.0,11
fd2ec2d602, I hope you feel better soon,I hope you feel better soon,positive,morning,46-60,Central African Republic,4829767,622980.0,8
2c22e3ea02, compliment taken. Thanks. Key is to be yourself,compliment,positive,morning,46-60,Malawi,19129952,94280.0,203
94597701ee,I`m SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!,I`m SUPER tired,negative,noon,21-30,Japan,126476461,364555.0,347
c0db8835a5,Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,fun,positive,noon,21-30,Cyprus,1207359,9240.0,131
58d1675286,My boss called me anerexic,anerexic,negative,night,31-45,India,1380004385,2973190.0,464
35c5fed690,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,i hope its worth it,positive,noon,21-30,Palestine State,5101414,6020.0,847
76f29e1afa, I am very angry at this information Marcos!!!!!!,very angry,negative,noon,60-70,Poland,37846611,306000.0,124
ff31a70950,Got to go shopping with wife down to Tesco`s. I knew my day was going to well.,I knew my day was going to well.,positive,morning,0-20,Lithuania,2722289,62700.0,43
0541e800e0,I know I shouldn`t be saying this but **** it..I`m **** as hell,**** it..I`m **** as hell,negative,morning,46-60,Egypt,102334404,995450.0,103
267f33a9a4,A friend is someone who will help you move. A real friend is someone who will help you move a body,someone who will help you move.,positive,night,70-100,Australia,25499884,7682300.0,3
537e80f0ba, OMG its working,OMG its working,positive,noon,21-30,Armenia,2963243,28470.0,104
5a0e0c34b8,is super happy at the new interest rate.  whoop whoop.,super happy,positive,night,31-45,Brazil,212559417,8358140.0,25
24ddaafb68,"_Believer I know! That`s ok, most did ;) Thanks",Thanks,positive,morning,0-20,Benin,12123200,112760.0,108
5dfdc4cbce,trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,i felt left out,negative,morning,46-60,Guinea,13132795,246000.0,53
0bf0e16979,Sitting here with my baby .. Libby has a fever 101.0  shes fussy,shes fussy,negative,morning,46-60,Ethiopia,114963588,1000000.0,115
86db39ca57," Ooooh, boo!  We only see each other at the bar (at `s well) or miss each other! I`ll make a pt of stopping by! ;)",r miss,negative,noon,21-30,Grenada,112523,340.0,331
a65f280f9d,arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,arrgghhhggguuuiiissshhhh no idea,negative,morning,46-60,Mozambique,31255435,786380.0,40
4f19669e48,"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.","love,",positive,morning,46-60,Afghanistan,38928346,652860.0,60
8a7f47eaeb,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,hurt so badly??,negative,morning,46-60,Austria,9006398,82400.0,109
1f66bcf0f3,yay it`s friday... hold on I have to work tomorrow,yay,positive,night,70-100,Monaco,39242,1.0,26337
87a5e24d13, Bye!! Great meeting you!,Great meeting you!,positive,noon,21-30,Angola,32866272,1246700.0,26
22e97bf9cd, I`m fine thx. Had 3 days off and took advantage of them -> tired.  Waiting too see pics and read your blog.,I`m fine thx.,positive,night,31-45,Kiribati,119449,810.0,147
e80f95a77f,"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too",snappy,negative,morning,0-20,Haiti,11402528,27560.0,414
6bed719d7a,Made it to Wisconsin... Now off to Golden Corral again! dang! lol we missed the graduation! tho  Dang!,missed,negative,morning,0-20,Sri Lanka,21413249,62710.0,341
73a6b655ea, thank you Jonas,thank you,positive,night,70-100,Turkey,84339067,770000.0,110
d1f802d13a,Good night everyone...... Time to go mimmiz......,Good night everyone...,positive,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
9c6e315681, hahah  okay then thanks for this short explanation ;),n thanks,positive,morning,46-60,Bahrain,1701575,760.0,2239
179a4f56b8," OK David, talk later  Have a great dayyyy ay ay ay ay",Have a great dayyyy,positive,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
bf877466fe,im grounded tonight  i hate stupid silent mode,stupid,negative,noon,21-30,Palestine State,5101414,6020.0,847
e44c9e3d5a,I`m a new french girl in Twitter! And I speak English very bad,very bad,negative,noon,60-70,Tanzania,59734218,885800.0,67
f82f2e75ab,happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,positive,night,31-45,Ecuador,17643054,248360.0,71
66d02b456b,  awesome! All deserved I`m sure. Miss the Crabs games,awesome,positive,night,70-100,Bahamas,393244,10010.0,39
3c6d9d07a3, my saturday was good  i cannot wait until this monday night,my saturday was good  i cannot wait,positive,morning,0-20,Indonesia,273523615,1811570.0,151
4b38f22fb7,"_**** awww, that sucks",sucks,negative,night,70-100,Chile,19116201,743532.0,26
4d4488f2d4,Just updated #Tweetie and open in browser is still broken.,broken.,negative,noon,60-70,Seychelles,98347,460.0,214
fc16472bdf,Sick kid trumps advance planning.  Bummer,Sick,negative,night,70-100,Spain,46754778,498800.0,94
24c4da6c80," Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",love,positive,night,70-100,Zimbabwe,14862924,386850.0,38
62c9c4f81f,Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,frustrated,negative,noon,60-70,Guinea-Bissau,1968001,28120.0,70
c8dfc591ec," I can`t seem to find it, can you send it to me again please  oh and tag it too lol","I can`t seem to find it,",negative,night,31-45,Algeria,43851044,2381740.0,18
cf93a13cb6,Laying in bed texting. Good night ya`ll,Good,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
3c9cd969e3,i miss dooooooodddddiiiieeee,miss,negative,night,31-45,Vietnam,97338579,310070.0,314
303bd9496c, I`m good! thx.  and how are u? what are u doing?,good!,positive,noon,21-30,Malta,441543,320.0,1380
5e8b129ae0, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,THAT`S NOT FAIR,negative,morning,0-20,Micronesia,115023,700.0,164
0965fcef2a,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,positive,night,70-100,Marshall Islands,59190,180.0,329
f4308050ce,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,awesome,positive,night,70-100,Russia,145934462,16376870.0,9
7ded28159b,wished didnt spend money last night,didnt spend,negative,night,31-45,Croatia,4105267,55960.0,73
898c8acc0e,"_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...",escaped,negative,night,70-100,Niger,24206644,1266700.0,19
957b47f07c, Izzy!!! So sorry to hear that - what a disaster,So sorry to hear that - what a disaster,negative,morning,0-20,Latvia,1886198,62200.0,30
a719156c49, cause my eyelids are not deep set.  thanks it would help me a lot.,d help me a lot.,positive,night,31-45,Sierra Leone,7976983,72180.0,111
d8a325da18, I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,I miss u,negative,noon,60-70,Germany,83783942,348560.0,240
5a55ae9372,shawty next to me like hella good oowwwww,good oo,positive,night,70-100,Equatorial Guinea,1402985,28050.0,50
b154ec432c,There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,Am dum diggin` it,negative,morning,46-60,Malawi,19129952,94280.0,203
de81efb359," Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?","Don`t worry,",positive,noon,21-30,Samoa,198414,2830.0,70
60fc6a5a7d, My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,best,positive,night,31-45,Marshall Islands,59190,180.0,329
7dde7c1aa5,"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )","fan,",positive,morning,0-20,Lithuania,2722289,62700.0,43
80666ae17f,In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,****,negative,noon,21-30,Angola,32866272,1246700.0,26
d6448c41d9, The geek in me won.  I am building my own photoblog theme...,won.,positive,night,31-45,Maldives,540544,300.0,1802
3d08334de3,Im so tired. And its so gloomy  what happeened ro summer?,so tired.,negative,night,31-45,Morocco,36910560,446300.0,83
cee4eb7282, i`m not worried -it`s a great job!! Quite a nice way to spend the day,great,positive,night,70-100,Honduras,9904607,111890.0,89
ef394f3b50,is wondering y Mother Nature is making my life miserable,y Mother Nature is making my life miserable,negative,noon,21-30,Bangladesh,164689383,130170.0,1265
d6933febc3, whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,whuahahhaha,positive,morning,0-20,Sri Lanka,21413249,62710.0,341
df427afbf5,I miss  so much  I wish I had enough money to be with him again,I miss  so much,negative,morning,0-20,Vanuatu,307145,12200.0,25
a474238f03,"whatever. i give up, my phones about to die anyway.  next time",die,negative,morning,46-60,Tajikistan,9537645,139960.0,68
4bfec4221c, wish u was in the D!,wish,positive,noon,21-30,Cameroon,26545863,472710.0,56
28a23b9f39," BTW, thanks for the gifts.  I`m wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",thanks,positive,night,70-100,Russia,145934462,16376870.0,9
f487bc4483, http://twitpic.com/4wsk3 - too cute,cute,positive,morning,46-60,Ireland,4937786,68890.0,72
80120a1a77,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,Twitter has been foking up for me today arg!,negative,night,70-100,Senegal,16743927,192530.0,87
95de9ead06,@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,Good,positive,morning,46-60,China,1439323776,9388211.0,153
59f71ab95c,"Wow, such a crazy night of ever changing emotions! I liked it tho",I liked it tho,positive,noon,60-70,Holy See,801,0.0,2003
30b8f1abed,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,that was an interesting show,positive,morning,0-20,Argentina,45195774,2736690.0,17
7be05b91e5,"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!","had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive,morning,0-20,Dominica,71986,750.0,96
2247d7ed5c, rat run steve irwin way to avoid long delays on bruce highway,long delays,negative,noon,21-30,Nicaragua,6624554,120340.0,55
3c6d20b915,http://twitpic.com/4wsue - yeah  well thanks *blushes*,thanks,positive,morning,0-20,Cambodia,16718965,176520.0,95
fab5ca9036," Ha, if i was , I would be pointing out the irony of that last spelling mistake. With swearing.",swearing.,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
aa21f7ccbb, haha me tooooo! I miss you I havnt seen you in ages,miss,negative,noon,21-30,Mauritius,1271768,2030.0,626
0eb7e40110, haha have good dreams  haha best friends forever! haha. be sweet to presh bailey   zd?b;P,a best,positive,noon,21-30,Nicaragua,6624554,120340.0,55
d4cced5f4c,Ahh ! I just woke up.  forgot to reset my alarm clock.,forgot,negative,night,31-45,Namibia,2540905,823000.0,3
